"Russianaac","2002-10-15","NO"
"Russianaac","1994-8-15","NO"
"JAPANdac","1954-7-25","NO"
"NASDSAQ","1949-5-1","NO"
"Russianaac","1944-5-17","NO"
"JAPANdac","1967-10-19","NO"
"JAPANdac","1917-3-29","NO"
"USAbIr","1923-6-6","YES"
"USAbIr","1973-4-6","YES"
"Russianaac","1916-8-26","YES"
"Chinadac","1954-8-6","NO"
"USAbIr","1919-2-16","YES"
"NASDSAQ","1991-11-12","YES"
"SPdaba","1900-13-17","NO"
"NYSE","1981-9-14","NO"
"NASDSAQ","1972-13-2","YES"
"NASDSAQ","1957-9-32","YES"
"USAbIr","1975-13-19","YES"
"USAbIr","1956-12-6","NO"
"JAPANdac","1944-12-29","NO"
"Chinadac","1963-12-32","YES"
"Russianaac","2010-1-11","YES"
"NYSE","1961-8-6","YES"
"Russianaac","2018-7-21","YES"
"SPdaba","1995-3-27","NO"
"JAPANdac","1921-5-27","NO"
"JAPANdac","1976-2-17","YES"
"NASDSAQ","1913-2-2","YES"
"NASDSAQ","1972-10-14","YES"
"JAPANdac","1922-3-1","NO"
"SPdaba","1945-6-8","YES"
"JAPANdac","1964-2-32","NO"
"Russianaac","1961-11-22","YES"
"Chinadac","1991-12-14","NO"
"Chinadac","1939-7-11","NO"
"SPdaba","1949-4-26","NO"
"Chinadac","2008-6-20","NO"
"USAbIr","1926-11-21","NO"
"SPdaba","1903-12-2","YES"
"NASDSAQ","1906-6-19","NO"
"NASDSAQ","1900-12-26","NO"
"NASDSAQ","1902-6-12","NO"
"NASDSAQ","1999-11-11","NO"
"JAPANdac","1901-11-31","YES"
"JAPANdac","1921-6-25","YES"
"MOsbirja","1971-10-26","YES"
"NYSE","1980-5-28","NO"
"JAPANdac","1993-7-9","YES"
"MOsbirja","2015-10-25","NO"
"USAbIr","1950-6-11","YES"
"NYSE","1967-12-16","YES"
"MOsbirja","1976-8-28","NO"
"Chinadac","1985-7-13","NO"
"USAbIr","1984-4-16","YES"
"MOsbirja","1928-5-8","NO"
"MOsbirja","1980-10-22","NO"
"USAbIr","1921-4-12","YES"
"MOsbirja","1983-1-23","NO"
"USAbIr","1978-7-25","NO"
"MOsbirja","1982-1-20","YES"
"USAbIr","1933-10-20","NO"
"JAPANdac","1938-2-12","NO"
"USAbIr","1973-13-12","NO"
"SPdaba","1937-12-25","YES"
"NYSE","1902-10-32","YES"
"NYSE","1968-13-13","YES"
"Chinadac","1916-5-14","NO"
"SPdaba","2007-4-8","YES"
"MOsbirja","2005-6-30","YES"
"SPdaba","1912-9-3","NO"
"NASDSAQ","1977-7-27","NO"
"NASDSAQ","1970-8-12","NO"
"NYSE","1951-10-14","YES"
"Chinadac","1912-1-1","NO"
"JAPANdac","2015-6-28","YES"
"NYSE","1939-7-7","NO"
"NASDSAQ","1989-1-10","YES"
"NASDSAQ","1974-8-8","YES"
"MOsbirja","1973-11-10","YES"
"NASDSAQ","1993-13-11","YES"
"Russianaac","1963-9-10","YES"
"MOsbirja","1936-4-23","YES"
"MOsbirja","1937-1-7","NO"
"Russianaac","1991-10-13","NO"
"Russianaac","1960-11-18","YES"
"NYSE","1977-1-23","NO"
"Chinadac","1989-13-20","YES"
"NYSE","1906-6-25","YES"
"Russianaac","1940-11-7","NO"
"JAPANdac","1907-5-25","NO"
"NYSE","2013-7-27","NO"
"USAbIr","2010-5-2","NO"
"Chinadac","1931-7-29","YES"
"Chinadac","2000-3-29","NO"
"USAbIr","1986-1-8","NO"
"SPdaba","2017-13-24","NO"
"NASDSAQ","1998-11-18","YES"
"MOsbirja","1945-1-12","YES"
"Russianaac","2012-2-12","NO"
"USAbIr","1932-11-28","YES"
"MOsbirja","1945-9-20","YES"
"Russianaac","1974-13-13","YES"
"JAPANdac","1983-11-23","NO"
"MOsbirja","1954-10-14","YES"
"NYSE","1912-2-26","YES"
"Chinadac","2000-1-26","NO"
"Chinadac","1938-7-7","NO"
"SPdaba","1970-12-29","YES"
"NYSE","1965-1-5","YES"
"NASDSAQ","1935-7-29","NO"
"USAbIr","1943-2-24","NO"
"MOsbirja","1944-2-18","NO"
"JAPANdac","1939-7-27","YES"
"JAPANdac","1962-12-23","NO"
"Russianaac","2005-12-4","NO"
"Chinadac","1915-9-29","NO"
"NASDSAQ","1919-6-14","NO"
"SPdaba","1972-7-5","NO"
"JAPANdac","1946-8-8","YES"
"JAPANdac","1939-11-19","YES"
"Russianaac","2003-11-17","YES"
"JAPANdac","1901-2-4","NO"
"NASDSAQ","1926-3-4","YES"
"NYSE","1942-4-14","NO"
"SPdaba","1903-3-27","YES"
"NYSE","1981-2-14","NO"
"MOsbirja","1983-9-30","NO"
"MOsbirja","1917-1-14","NO"
"JAPANdac","1931-5-7","NO"
"NYSE","1921-6-6","NO"
"JAPANdac","2015-4-3","YES"
"JAPANdac","1978-1-28","NO"
"MOsbirja","2004-11-4","YES"
"USAbIr","1995-1-14","NO"
"NASDSAQ","1983-1-18","NO"
"JAPANdac","1922-7-7","YES"
"Russianaac","2000-3-7","NO"
"SPdaba","1981-10-6","YES"
"USAbIr","1921-1-19","YES"
"Russianaac","2018-8-11","YES"
"NYSE","1990-8-23","YES"
"Chinadac","1993-1-16","NO"
"USAbIr","1908-10-26","YES"
"USAbIr","1981-6-32","NO"
"JAPANdac","1929-8-24","NO"
"Chinadac","1970-3-6","YES"
"Chinadac","1928-12-24","NO"
"Russianaac","2012-10-12","NO"
"SPdaba","1998-4-2","YES"
"NYSE","1971-2-26","NO"
"MOsbirja","1916-3-31","YES"
"JAPANdac","1926-7-3","YES"
"NYSE","1960-1-6","YES"
"Russianaac","1958-2-2","NO"
"SPdaba","1968-4-3","YES"
"SPdaba","2004-7-11","NO"
"USAbIr","2002-7-10","YES"
"Chinadac","1904-10-20","YES"
"Chinadac","1958-2-30","YES"
"MOsbirja","1934-6-30","YES"
"JAPANdac","1985-10-17","NO"
"JAPANdac","1972-12-19","YES"
"Russianaac","1958-4-6","NO"
"JAPANdac","1981-8-2","NO"
"Russianaac","1967-6-23","NO"
"NYSE","1997-12-14","NO"
"MOsbirja","1922-3-15","NO"
"JAPANdac","1933-9-4","YES"
"Russianaac","1929-10-23","YES"
"Russianaac","1992-6-23","NO"
"NYSE","2013-9-11","NO"
"MOsbirja","1983-3-12","YES"
"Chinadac","1999-12-20","YES"
"Chinadac","1915-1-13","YES"
"NASDSAQ","1968-2-18","NO"
"NYSE","1905-12-30","NO"
"JAPANdac","1987-11-7","YES"
"JAPANdac","1974-12-3","NO"
"NYSE","1963-7-18","NO"
"JAPANdac","1994-4-31","YES"
"Chinadac","2019-2-14","NO"
"SPdaba","2021-13-28","NO"
"MOsbirja","1995-9-25","NO"
"NASDSAQ","1909-4-14","NO"
"SPdaba","1984-10-2","YES"
"NYSE","1966-9-16","YES"
"SPdaba","1975-4-29","YES"
"Chinadac","1978-8-24","NO"
"Russianaac","1965-9-15","YES"
"USAbIr","1912-3-10","YES"
"NYSE","2011-1-5","NO"
"Chinadac","1986-10-27","YES"
"MOsbirja","1934-11-20","YES"
"MOsbirja","1948-6-4","NO"
"MOsbirja","1954-1-28","NO"
"Chinadac","1971-12-28","YES"
"NYSE","1978-1-30","NO"
"Chinadac","1972-12-24","YES"
"Russianaac","1905-7-15","NO"
"JAPANdac","2020-1-6","YES"
"NYSE","1963-9-28","YES"
"MOsbirja","2007-11-13","YES"
"Chinadac","1934-5-1","NO"
"NYSE","1985-8-19","YES"
"NYSE","1987-8-21","NO"
"MOsbirja","1952-9-22","YES"
"Chinadac","1982-2-23","YES"
"MOsbirja","1901-11-6","NO"
"SPdaba","1909-10-28","NO"
"NASDSAQ","1994-12-9","NO"
"Russianaac","1916-12-21","YES"
"SPdaba","1967-11-25","YES"
"NYSE","1949-8-28","YES"
"USAbIr","1927-2-24","NO"
"NYSE","1926-1-32","YES"
"Chinadac","2005-5-21","NO"
"JAPANdac","1953-10-23","NO"
"MOsbirja","1925-5-22","NO"
"JAPANdac","1913-6-19","YES"
"Russianaac","1938-4-19","NO"
"USAbIr","1924-1-17","YES"
"USAbIr","1989-9-5","NO"
"NYSE","1979-3-16","YES"
"SPdaba","1926-13-16","NO"
"JAPANdac","1992-2-14","YES"
"MOsbirja","1948-1-21","NO"
"USAbIr","1941-10-19","YES"
"NASDSAQ","1957-2-16","NO"
"SPdaba","1969-8-32","YES"
"Chinadac","1911-4-15","NO"
"MOsbirja","1904-8-12","YES"
"MOsbirja","1931-3-26","NO"
"MOsbirja","1988-5-6","NO"
"Chinadac","1953-8-8","YES"
"NASDSAQ","1912-4-23","YES"
"JAPANdac","1958-3-9","YES"
"Russianaac","1945-13-20","YES"
"MOsbirja","2003-1-1","YES"
"USAbIr","1926-1-29","NO"
"Russianaac","1924-13-27","YES"
